K,normalized_K,inverse_K,alpha,seed
369,14.3659835518708,0.0001387443959469686,0.3,533
132,5.13905102668549,0.004269629924593782,0.3,534
51,1.9855424421284846,0.1016411142372538,0.3,535
436,16.97444126996116,7.955760612006326e-05,0.3,536
298,11.601797014789968,0.00028286711263170834,0.3,537
141,5.489440869414046,0.003426938380487363,0.3,538
446,17.363763317437336,7.376558800318423e-05,0.3,539
174,6.774203626085418,0.0017000923379200676,0.3,540
256,9.96664441539004,0.00046935716640013163,0.3,541
13,0.5061186617190254,9.67888871832021,0.3,542
474,18.45386505037062,6.021557883021942e-05,0.3,543
293,11.407135991051883,0.0002992801662833386,0.3,544
